pybridge-common				not found							
pybridge-server				not found							
pykaraoke				requires music							
pykaraoke-bin				not found							
pynagram				keyboard only							
pyracerz		keyboard, could use gamepad emulation									
pyscrabble		keyboard and mouse, could use gamepad emulation			?	needs to connect to a server					
pyscrabble-common				not found							
pyscrabble-server				not found							
pysiogame		keyboard and mouse, could use gamepad emulation				some games (minority) will not work with gamepad					
pysolfc		mouse, could use gamepad emulation									
pysolfc-cardsets				not found							
pysycache		keyboard and mouse, could use gamepad emulation									
pysycache-buttons-beerabbit				not found							
pysycache-buttons-crapaud				not found							
pysycache-buttons-ice				not found							
pysycache-buttons-wolf				not found							
pysycache-click-dinosaurs				not found							
pysycache-click-sea				not found							
pysycache-dblclick-appleandpear				not found							
pysycache-dblclick-butterfly				not found							
pysycache-i18n				not found							
pysycache-images				not found							
pysycache-move-animals				not found							
pysycache-move-food				not found							
pysycache-move-plants				not found							
pysycache-move-sky				not found							
pysycache-move-sports				not found							
pysycache-puzzle-cartoons				not found							
pysycache-puzzle-photos				not found							
pysycache-sounds				not found							
python-pykaraoke				requires music							
python-renpy				game framework							
qcake				not found							
qcake-data				not found							
qgo		mouse (optional keyboard), could use gamepad emulation									
qonk		says can use joystick, but couldn't get to work, otherwise uses keyboard and could use gamepad emulation							controller mapping issues		
qtads				could not get it to work		error upon startup					
quadrapassel		keyboard and mouse, could use gamepad emulation									
quakespasm				could not get it to work		error loading wad file					
quarry		mouse, could use gamepad emulation									
qxw				keyboard and mouse only							
rafkill		keyboard, could use gamepad emulation									
rafkill-data				not found							
raincat		keyboard and mouse, could use gamepad emulation									
raincat-data				not found							
randtype				keyboard only							
rapid-spring				content download tool							
realtimebattle		mouse, could use gamepad emulation									
realtimebattle-common				not found							
renpy		keyboard and mouse, could use gamepad emulation									
renpy-demo		keyboard and mouse, could use gamepad emulation									
renpy-thequestion				not found							
ri-li		keyboard (optional mouse), could use gamepad emulation									
ri-li-data				not found							
rlvm				realtime interpreter							
robocode				keyboard and mouse only		programming game					
robotfindskitten		keyboard, could use gamepad emulation		text based							
rockdodger		keyboard, could use gamepad emulation									
rolldice				keyboard only		text based					
rrootage		gamepad!				could use exit button, but not necessary					
rrootage-data				not found							
salliere				keyboard only		bridge scorer					
scid		mouse (optional keyboard), could use gamepad emulation									
scid-data				not found							
scid-rating-data				not found							
scid-spell-data				not found							
scorched3d		keyboard and mouse, could possibly use gamepad emulation									
scorched3d-data				not found							
scorched3d-dbg				not found							
scottfree				not found							
scribble				keyboard only		text based					
scummvm				emulator							
scummvm-data				not found							
sdl-ball		gamepad half works, otherwise uses keyboard and mouse and could use gamepad emulation					too sensitive thumbstick		no escape button		
sdl-ball-data				not found							
seahorse-adventures		gamepad!					a little too sensitive but playable		no escape button		
searchandrescue		gamepad half works, otherwise uses keyboard and mouse and could possibly use gamepad emulation									
searchandrescue-common				not found							
searchandrescue-data				not found		run with “SearchAndRescue”					
sgt-puzzles		mouse, could use gamepad emulation				lots of games in this package					
shisen.app				not found							
singularity		mouse, could use gamepad emulation									
singularity-music				not found							
sjeng				keyboard only		text based					
sl		keyboard, could use gamepad emulation									
slashem				keyboard only		text based					
slashem-common				not found							
slashem-gtk		mouse (optional keyboard), could use gamepad emulation									
slashem-sdl				keyboard only							
slashem-x11		mouse (optional keyboard), could use gamepad emulation									
slimevolley		keyboard, could use gamepad emulation									
slimevolley-data				not found							
slingshot				broken		could not find font					
sludge-engine				runtime for sludge games		needs additional files					
sm				keyboard only							
snake4		keyboard (optional mouse), could use gamepad emulation									
snowballz		keyboard and mouse, could possibly use gamepad emulation									
solarwolf		gamepad!				could use exit button, but not necessary					
sopwith		keyboard, could use gamepad emulation									
spacearyarya		keyboard, could use gamepad emulation									
spacezero		keyboard, could possibly use gamepad emulation									
spout		keyboard and mouse, could possibly use gamepad emulation									
spring				game engine							
spring-common				not found							
spring-javaai				not found							
springlobby				not found							
starfighter		keyboard and mouse, could possibly use gamepad emulation									
starfighter-data				not found							
starvoyager		keyboard, could possibly use gamepad emulation									
starvoyager-data				not found							
stax		says can use joystick, but couldn't get to work, otherwise uses keyboard and could use gamepad emulation									
stepbill.app				not found							
stockfish				keyboard only		text based					
stormbaancoureur		keyboard, could use gamepad emulation									
stormbaancoureur-data				not found							
sudoku				keyboard only		text based					
supertransball2		keyboard, could use gamepad emulation									
supertransball2-data				not found							
supertux		gamepad!									
supertux-data				not found							
swell-foop		mouse, could use gamepad emulation									
tagua		mouse (optional keyboard), could use gamepad emulation									
tagua-data				not found							
tali		mouse, could use gamepad emulation									
tanglet				keyboard and mouse only							
tdfsb				file manager							
tecnoballz		gamepad!									
tecnoballz-data				not found							
teeworlds		keyboard and mouse, could use gamepad emulation									
teeworlds-data				not found							
teeworlds-server				not found							
tenace		mouse (optional keyboard), could use gamepad emulation									
tenmado		keyboard, could use gamepad emulation									
tennix		gamepad half works, otherwise uses keyboard and mouse and could use gamepad emulation									
tetrinet-client				not found							
tetrinet-server				not found							
tetrinetx				tetrinet server							
tetzle				requires images							
tf				keyboard only		text based					
tf5				keyboard only		text based					
tictactoe-ng		mouse, could use gamepad emulation									
tint		keyboard, could possibly use gamepad emulation				text based					
tintin++				keyboard only		text based					
tinymux				not found							
titanion		gamepad half works, otherwise uses keyboard and could use gamepad emulation					no escape button				
titanion-data				not found							
tmw				not found							
tmw-music				not found							
toga2				keyboard only		text based					
tomatoes		keyboard, could use gamepad emulation									
tomatoes-data				not found							
toppler		keyboard, could use gamepad emulation									
torcs		says can use joystick, but couldn't get to work, otherwise uses keyboard (mouse optional) and could use gamepad emulation									note, menus might not work with controller
torcs-data				not found							
torcs-data-cars				not found							
torcs-data-tracks				not found							
torus-trooper		gamepad half works, otherwise uses keyboard and could use gamepad emulation					no escape button				
torus-trooper-data				not found							
tourney-manager				keyboard only		text based					
trackballs				not found							
trackballs-data				not found							
trackballs-dbg				not found							
trackballs-music				not found							
transcend		keyboard and mouse, could possibly use gamepad emulation									
treil				not found							
trigger-rally		keyboard and mouse, could possibly use gamepad emulation									
trigger-rally-data				not found							
triplane		says can use joystick, but couldn't get to work, otherwise uses keyboard and mouse and could possibly use gamepad emulation									
triplea		mouse, could use gamepad emulation									
trophy		keyboard, could use gamepad emulation									
trophy-data				not found							
trophy-dbg				not found							
tumiki-fighters		gamepad half works, otherwise uses keyboard and could possibly use gamepad emulation					no escape button				
tumiki-fighters-data				not found							
tuxfootball		keyboard, could possibly use gamepad emulation									
tuxmath				keyboard only							
tuxmath-data				not found							
tuxpuck		keyboard and mouse, could use gamepad emulation									
tuxtype				keyboard only							
tuxtype-data				not found							
tworld		keyboard, could possibly use gamepad emulation									
tworld-data				not found							
typespeed				keyboard only		text based					
uligo		mouse, could use gamepad emulation									
val-and-rick		gamepad half works, otherwise uses keyboard and could use gamepad emulation					no escape button				
val-and-rick-data				not found							
vavoom				not found							
vectoroids		gamepad half works, otherwise uses keyboard and could use gamepad emulation					no escape button		thumbstick too sensitive		
viruskiller		keyboard and mouse, could use gamepad emulation									
visualboyadvance				emulator							
visualboyadvance-gtk				emulator							
vodovod		gamepad half works, otherwise uses keyboard and could use gamepad emulation					escape button?		thumbstick too sensitive		
warmux		keyboard and mouse, could possibly use gamepad emulation									
warmux-data				not found							
warmux-servers				not found							
warzone2100		mouse (optional keyboard), could possibly use gamepad emulation									
warzone2100-data				not found							
warzone2100-dbg				not found							
warzone2100-music				not found							
whichwayisup		gamepad half works, otherwise uses keyboard and could use gamepad emulation					no escape button				
wing		keyboard and mouse, could possibly use gamepad emulation									
wing-data				not found							
wizznic		keyboard, could use gamepad emulation									
wizznic-data				not found							
wmpuzzle		mouse, could use gamepad emulation									
wordplay				keyboard only		text based					
wordwarvi		gamepad half works, otherwise uses keyboard and could use gamepad emulation					no escape button				
wordwarvi-sound				not found							
xabacus		mouse, could use gamepad emulation									
xball		mouse, could use gamepad emulation									
xbill		mouse, could use gamepad emulation									
xblast				not found							
xblast-tnt		gamepad!									
xblast-tnt-images				not found							
xblast-tnt-levels				not found							
xblast-tnt-mini				not found							
xblast-tnt-models				not found							
xblast-tnt-musics				not found							
xblast-tnt-sounds				not found							
xboard		mouse, could use gamepad emulation									
xbomb		mouse, could use gamepad emulation									
xbubble		keyboard, could use gamepad emulation									
xbubble-data				not found							
xchain		mouse, could use gamepad emulation									
xcowsay				keyboard only		text based					
xdemineur		mouse, could use gamepad emulation									
xdesktopwaves				could not get it to work							
xevil		mouse, could use gamepad emulation									
xfireworks				not a game							
xfishtank				not a game							
xflip				not a game							
xfrisk				could not get it to work		needs to connect to a server					
xgalaga		keyboard, could use gamepad emulation									
xgalaga++		keyboard, could use gamepad emulation									
xgammon		mouse, could use gamepad emulation									
xinv3d		keyboard, could use gamepad emulation									
xjig		mouse, could use gamepad emulation									
xjokes		gamepad!		not a game		run with “mori1” or “mori2”					
xjump		keyboard and mouse, could use gamepad emulation									
xletters				keyboard only							
xmabacus		mouse, could use gamepad emulation									
xmahjongg		mouse, could use gamepad emulation									
xmille		mouse, could use gamepad emulation									
xmoto		keyboard (optional mouse), could use gamepad emulation									
xmoto-data				not found							
xmountains		keyboard, could use gamepad emulation									
xmpuzzles		mouse, could use gamepad emulation									
xonix		mouse, could use gamepad emulation									
xpat2		mouse, could use gamepad emulation									
xpenguins				not a game							
xphoon				not a game							
xpilot-extra				not found							
xpilot-ng		keyboard and mouse, could possibly use gamepad emulation									
xpilot-ng-client-sdl		keyboard and mouse, could possibly use gamepad emulation									
xpilot-ng-client-x11		keyboard and mouse, could possibly use gamepad emulation									
xpilot-ng-common				not found							
xpilot-ng-server				not found							
xpilot-ng-utils				not found							
xpuzzles		mouse, could use gamepad emulation									
xracer		says can use joystick, but couldn't get to work, otherwise uses keyboard and could use gamepad emulation									
xracer-tools				not found							
xscavenger		keyboard, could possibly use gamepad emulation									
xscorch		mouse (optional keyboard), could possibly use gamepad emulation									
xscreensaver-screensaver-dizzy				not a game							
xshisen		mouse, could use gamepad emulation									
xshogi		keyboard and mouse, could use gamepad emulation									
xskat		mouse, could use gamepad emulation									
xsok		keyboard and mouse, could use gamepad emulation									
xsol		mouse, could use gamepad emulation									
xsoldier		mouse, could use gamepad emulation									
xstarfish				not a game							
xsystem35				emulator							
xteddy		keyboard, could use gamepad emulation						all works except quit game			
xtron		keyboard and mouse, could use gamepad emulation									
xvier		mouse, could use gamepad emulation									
xwelltris		keyboard and mouse, could possibly use gamepad emulation									
xword				could not get it to work		needs additional files					
xye		keyboard and mouse, could use gamepad emulation									
xye-data				not found							
xzip				Z-code interpreter							
yahtzeesharp		keyboard and mouse, could use gamepad emulation									
yics				keyboard only		text based					
zatacka				could not get it to work		segmentation fault					
zaz		keyboard, could use gamepad emulation									
zaz-data				not found							
zec				could not get it to work		needs to connect to a server					
zivot				keyboard only		text based					
supertuxkart-data				not found							
supertuxkart		gamepad!									
ksnakeduel				not found							
0ad-data				not found							
0ad		keyboard and mouse, could possibly use gamepad emulation									
freeciv-data				not found							
freeciv-server				not found							
freeciv-client-gtk		keyboard and mouse, could possibly use gamepad emulation									
hedgewars-data				not found							
hedgewars		says can use joystick, but couldn't get to work, otherwise uses keyboard and mouse and could possibly use gamepad emulation									note, actual game works with controller, but menus dont
widelands-data				not found							
widelands		keyboard and mouse, could use gamepad emulation									
freeciv-sound-standard				not found							
pokerth-data				not found							
pokerth		mouse, could use gamepad emulation									
freecol		keyboard and mouse, could possibly use gamepad emulation									
freeciv-client-extras				not found							
unknown-horizons		keyboard and mouse, could possibly use gamepad emulation									
freeciv-client-sdl				not found							
vor				not found							
planarity				not found							
freeciv-client-xaw3d				not found							
pokerth-server				not found							
cardstories				not found							
widelands-dbg				not found							
freedink-dfarc-dbg				not found							
gfceu				not found							
spring-maps-kernelpanic				not found							
vbaexpress				not found							
yofrankie				not found							
anagramarama				not found							
anagramarama-data				not found							
bve-route-cross-city-south				not found							
bve-train-br-class-323				not found							
fortunes-spam				not found							
spring-mods-kernelpanic				not found							
